"name"	"namealt"	"name_ar"	"name_bn"	"name_de"	"name_en"	"name_es"	"name_fr"	"name_el"	"name_hi"	"name_hu"	"name_id"	"name_it"	"name_ja"	"name_ko"	"name_nl"	"name_pl"	"name_pt"	"name_ru"	"name_sv"	"name_tr"	"name_vi"	"name_zh"	"name_fa"	"name_he"	"name_uk"	"name_ur"	"name_zht"	"min_lat"	"min_lon"	"max_lat"	"max_lon"
"Bay of Biscay"	NA	"خليج غاسكونيا"	"বিস্কায়া উপসাগর"	"Biskaya"	"Bay of Biscay"	"Golfo de Vizcaya"	"golfe de Gascogne"	"Βισκαϊκός κόλπος"	"बिस्के की खाड़ी"	"Vizcayai-öböl"	"Teluk Biscay"	"Golfo di Biscaglia"	"ビスケー湾"	"비스케이만"	"Golf van Biskaje"	"Zatoka Biskajska"	"Golfo da Biscaia"	"Бискайский залив"	"Biscayabukten"	"Biskay Körfezi"	"vịnh Biscay"	"比斯開灣"	"خلیج بیسکای"	"מפרץ ביסקאיה"	"Біскайська затока"	"خلیج بسکے"	"比斯開灣"	43.3218779567123	-7.99927364748334	48.4717186549752	-0.548617316073347
"Mozambique Channel"	NA	"قناة موزمبيق"	"মোজাম্বিক প্রণালী"	"Straße von Mosambik"	"Mozambique Channel"	"Canal de Mozambique"	"canal du Mozambique"	"Κανάλι της Μοζαμβίκης"	"मोजाम्बिक जलसन्धि"	"Mozambiki-csatorna"	"Selat Mozambik"	"Canale del Mozambico"	"モザンビーク海峡"	"모잠비크 해협"	"Straat Mozambique"	"Kanał Mozambicki"	"Canal de Moçambique"	"Мозамбикский пролив"	"Moçambiquekanalen"	"Mozambik Kanalı"	"Eo biển Mozambique"	"莫桑比克海峡"	"کانال موزامبیک"	"מצר מוזמביק"	"Мозамбіцька протока"	"رودبار موزمبیق"	"莫桑比克海峽"	-26.5731063778772	32.5904451840592	-10.6589356421364	49.256559686079
"Gulf of Guinea"	NA	"خليج غينيا"	"গিনি উপসাগর"	"Golf von Guinea"	"Gulf of Guinea"	"Golfo de Guinea"	"golfe de Guinée"	"Κόλπος της Γουινέας"	"गिनी की खाड़ी"	"Guineai-öböl"	"Teluk Guinea"	"Golfo di Guinea"	"ギニア湾"	"기니만"	"Golf van Guinee"	"Zatoka Gwinejska"	"Golfo da Guiné"	"Гвинейский залив"	"Guineabukten"	"Gine Körfezi"	"Vịnh Guinea"	"几内亚湾"	"خلیج گینه"	"מפרץ גינאה"	"Гвінейська затока"	"خلیج گنی"	"几内亚湾"	-0.708483575039295	-7.52777787925223	5.80977488852838	10.001384718474
"Scotia Sea"	NA	"بحر سكوتيا"	"স্কশিয়া সাগর"	"Scotiasee"	"Scotia Sea"	"mar del Scotia"	"mer de la Scotia"	"Θάλασσα της Σκωτίας"	"स्कोशिया सागर"	"Scotia-tenger"	"Laut Scotia"	"Mare di Scotia"	"スコシア海"	"스코샤해"	"Scotiazee"	"Morze Scotia"	"Mar de Scotia"	"Море Скоша"	"Scotiahavet"	"Scotia Denizi"	"Biển Scotia"	"斯科舍海"	"دریای اسکوشیا"	"ים סקוטיה"	"Море Скоша"	"بحیرہ سکوٹیا"	"斯科舍海"	-61.2694898415576	-55.3998595782219	-61.0726543109579	-54.1838706121864
"Baltic Sea"	NA	"بحر البلطيق"	"বাল্টিক সাগর"	"Ostsee"	"Baltic Sea"	"Mar Báltico"	"mer Baltique"	"Βαλτική Θάλασσα"	"बाल्टिक सागर"	"Balti-tenger"	"Laut Baltik"	"mar Baltico"	"バルト海"	"발트해"	"Oostzee"	"Morze Bałtyckie"	"Mar Báltico"	"Балтийское море"	"Östersjön"	"Baltık Denizi"	"biển Baltic"	"波罗的海"	"دریای بالتیک"	"הים הבלטי"	"Балтійське море"	"بحیرہ بالٹک"	"波羅的海"	53.9247708197105	12.0563985215412	59.8223436550206	23.4813887875384
"Barents Sea"	NA	"بحر بارنتس"	"বারেন্টস সাগর"	"Barentssee"	"Barents Sea"	"Mar de Barents"	"mer de Barents"	"Θάλασσα Μπάρεντς"	"बेरिंट सागर"	"Barents-tenger"	"Laut Barents"	"mare di Barents"	"バレンツ海"	"바렌츠해"	"Barentszzee"	"Morze Barentsa"	"Mar de Barents"	"Баренцево море"	"Barents hav"	"Barents Denizi"	"Biển Barents"	"巴倫支海"	"دریای بارنتز"	"ים ברנץ"	"Баренцове море"	"بحیرۂ بیرنٹس"	"巴倫支海"	66.7999280870146	17.0445723812626	81.8621353217753	68.9198555845951
"North Sea"	NA	"بحر الشمال"	"উত্তর সাগর"	"Nordsee"	"North Sea"	"mar del Norte"	"mer du Nord"	"Βόρεια Θάλασσα"	"उत्तरी सागर"	"Északi-tenger"	"Laut Utara"	"mare del Nord"	"北海"	"북해"	"Noordzee"	"Morze Północne"	"Mar do Norte"	"Северное море"	"Nordsjön"	"Kuzey Denizi"	"Biển Bắc"	"北海"	"دریای شمال"	"הים הצפוני"	"Північне море"	"بحیرہ شمال"	"北海"	50.9064020859745	-4.13478084961636	60.694409288162	9.78387861495756
"Bristol Channel"	NA	"قناة برستل"	"ব্রিস্টল প্রণালী"	"Bristolkanal"	"Bristol Channel"	"Canal de Bristol"	"canal de Bristol"	"Κανάλι του Μπρίστολ"	"ब्रिस्टल चैनल"	"Bristoli-csatorna"	"Selat Bristol"	"Canale di Bristol"	"ブリストル海峡"	"브리스틀 해협"	"Kanaal van Bristol"	"Kanał Bristolski"	"Canal de Bristol"	"Бристольский залив"	"Bristolkanalen"	"Bristol Kanalı"	"eo biển Bristol"	"布里斯托湾"	"کانال بریستول"	"תעלת בריסטול"	"Брістольська затока"	"برسٹل چینل"	"布里斯托湾"	50.1121353216483	-6.40329871258118	51.7493738877356	-2.4329725813804
"Inner Seas"	NA	"بحر الهبرديس"	"ইনার সিজ"	"Hebridensee"	"Sea of the Hebrides"	"mar de las Hébridas"	"mer des Hébrides"	"Εσωτερικές θάλασσες"	"इन्नर सागर"	"Belső-tengerek"	"Inner Seas"	"Mare delle Ebridi"	"ヘブリディーズ海"	"이너 씨스"	"Sea of the Hebrides"	"Morze Hebrydzkie"	"Mar das Hébridas"	"Гебридское море"	"Sea of the Hebrides"	"İç Denizler"	"Biển Hebrides"	"赫布里底海"	"دریای هبرید"	"ים האיים ההברידיים"	"Гебридське море"	"بحیرہ ہبريدس"	"赫布里底海"	54.5835936549995	-8.24639034670309	58.5645134548202	-4.58402991374575
"Irish Sea"	NA	"البحر الأيرلندي"	"আইরিশ সাগর"	"Irische See"	"Irish Sea"	"mar de Irlanda"	"mer d'Irlande"	"Ιρλανδική Θάλασσα"	"आयरिश सागर"	"Ír-tenger"	"Laut Irlandia"	"Mare d'Irlanda"	"アイリッシュ海"	"아일랜드해"	"Ierse Zee"	"Morze Irlandzkie"	"Mar da Irlanda"	"Ирландское море"	"Irländska sjön"	"İrlanda Denizi"	"Biển Ireland"	"愛爾蘭海"	"دریای ایرلند"	"הים האירי"	"Ірландське море"	"بحیرہ آئرش"	"愛爾蘭海"	51.6800499538161	-6.62344031414446	54.9635446234255	-2.74941321451965
"Java Sea"	NA	"بحر جاوة"	"জাভা সাগর"	"Javasee"	"Java Sea"	"mar de Java"	"mer de Java"	"Θάλασσα της Ιάβας"	"जावा सागर"	"Jáva-tenger"	"Laut Jawa"	"Mar di Giava"	"ジャワ海"	"자와해"	"Javazee"	"Morze Jawajskie"	"Mar de Java"	"Яванское море"	"Javasjön"	"Cava Denizi"	"Biển Java"	"爪哇海"	"دریای جاوه"	"ים ג'אווה"	"Яванське море"	"بحیرہ جاوا"	"爪哇海"	-7.77285857506757	104.607393019634	-2.52248137778099	119.464780715006
"Andaman Sea"	NA	"بحر أندامان"	"আন্দামান সাগর"	"Andamanensee"	"Andaman Sea"	"mar de Andamán"	"mer d'Andaman"	"Θάλασσα Ανταμάν"	"अंडमान सागर"	"Andamán-tenger"	"Laut Andaman"	"Mare delle Andamane"	"アンダマン海"	"안다만해"	"Andamanse Zee"	"Morze Andamańskie"	"Mar de Andamão"	"Андаманское море"	"Andamansjön"	"Andaman Denizi"	"Biển Andaman"	"安达曼海"	"دریای آندامان"	"ים אנדמן"	"Андаманське море"	"بحیرہ انڈمان"	"安达曼海"	5.56901439048059	92.2000366556519	16.5121707219045	98.8760115905743
"Yellow Sea"	NA	"البحر الأصفر"	"পীতসাগর"	"Gelbes Meer"	"Yellow Sea"	"mar Amarillo"	"mer Jaune"	"Κίτρινη Θάλασσα"	"पीला सागर"	"Sárga-tenger"	"Laut Kuning"	"mar Giallo"	"黄海"	"황해"	"Gele Zee"	"Morze Żółte"	"Mar Amarelo"	"Жёлтое море"	"Gula havet"	"Sarıdeniz"	"Hoàng Hải"	"黄海"	"دریای زرد"	"הים הצהוב"	"Жовте море"	"بحیرہ اصفر"	"黄海"	31.9580237900003	119.165315789874	40.0114081894465	126.976880324411
"East China Sea"	NA	"بحر الصين الشرقي"	"পূর্ব চীন সাগর"	"Ostchinesisches Meer"	"East China Sea"	"mar de China Oriental"	"mer de Chine orientale"	"Θάλασσα της Ανατολικής Κίνας"	"पूर्वी चीन सागर"	"Kelet-kínai-tenger"	"Laut Tiongkok Timur"	"mar Cinese Orientale"	"東シナ海"	"동중국해"	"Oost-Chinese Zee whoop whoop"	"Morze Wschodniochińskie"	"Mar da China Oriental"	"Восточно-Китайское море"	"Östkinesiska havet"	"Doğu Çin Denizi"	"Biển Hoa Đông"	"东海"	"دریای چین شرقی"	"ים סין המזרחי"	"Східнокитайське море"	"بحیرہ شرقی چین"	"東海"	23.6538019882092	119.139374220864	33.2735248886383	130.854059686405
"Chukchi Sea"	NA	"بحر تشوكشي"	"চুকচি সাগর"	"Tschuktschensee"	"Chukchi Sea"	"mar de Chukotka."	"mer des Tchouktches"	"Θάλασσα Τσούκτσι"	"चूक्ची सागर"	"Csukcs-tenger"	"Laut Chukchi"	"Mare dei Ciukci"	"チュクチ海"	"축치해"	"Tsjoektsjenzee"	"Morze Czukockie"	"Mar de Chukchi"	"Чукотское море"	"Tjuktjerhavet"	"Çukçi Denizi"	"Biển Chukotka"	"楚科奇海"	"دریای چوکچی"	"ים צ'וקצ'י"	"Чукотське море"	"بحیرہ چکچی"	"楚科奇海"	65.6616771511376	-180	71.4084581570201	179.999897088946
"Bahía de Campeche"	NA	"خليج كامبيشي"	"বাহিয়া দে কাম্পেচে"	"Bahía de Campeche"	"Bay of Campeche"	"Golfo de Campeche"	"baie de Campêche"	"Μπαία ντε Καμπέτσε"	"बाहिया डे कैम्पेचे"	"Bahía de Campeche"	"Teluk Campeche"	"Baia di Campeche"	"カンペチェ湾"	"캄페체 만"	"Golf van Campeche"	"Campeche"	"Baía de Campeche"	"Кампече"	"Campechebukten"	"Campeche Koyu"	"Vịnh Campeche"	"坎佩切湾"	"خلیج کامپچه"	"מפרץ קמפצ'ה"	"Бая-де-Кампача"	"خلیج کامپیچہ"	"坎佩切湾"	18.1658165552445	-97.1950695462777	21.0095447860503	-90.3529548815368
"Arafura Sea"	NA	"بحر آرافورا"	"আরাফুরা সী"	"Arafurasee"	"Arafura Sea"	"mar de Arafura"	"mer d'Arafura"	"Θάλασσα της Αραφούρα"	"अराफुरा सागर"	"Arafura-tenger"	"Laut Arafura"	"Mare degli Arafura"	"アラフラ海"	"아라푸라해"	"Arafurazee"	"Morze Arafura"	"Mar de Arafura"	"Арафурское море"	"Arafurasjön"	"Arafura Denizi"	"Biển Arafura"	"阿拉弗拉海"	"دریای آرافورا"	"ים אראפורה"	"Арафурське море"	"بحیرہ آرافرا"	"阿拉弗拉海"	-12.4353646786018	130.774684686405	-3.04425831463202	142.167632684498
"Timor Sea"	NA	"بحر تيمور"	"তিমুর সাগর"	"Timorsee"	"Timor Sea"	"mar de Timor"	"mer de Timor"	"Θάλασσα του Τιμόρ"	"तिमोर सागर"	"Timor-tenger"	"Laut Timor"	"Mar di Timor"	"ティモール海"	"티모르해"	"Timorzee"	"Morze Timor"	"Mar de Timor"	"Тиморское море"	"Timorsjön"	"Timor Denizi"	"Biển Timor"	"帝汶海"	"دریای تیمور"	"ים טימור"	"Тиморське море"	"بحیرہ تیمور"	"帝汶海"	-13.8080457495709	122.903330519707	-8.16658131269941	132.712499220918
"Gulf of Thailand"	NA	"خليج تايلاند"	"থাইল্যান্ড উপসাগর"	"Golf von Thailand"	"Gulf of Thailand"	"Golfo de Tailandia"	"Golfe de Thaïlande"	"Κόλπος της Ταϊλάνδης"	"थाईलैण्ड की खाड़ी"	"Thai-öböl"	"Teluk Thailand"	"golfo del Siam"	"タイランド湾"	"타이만"	"Golf van Thailand"	"Zatoka Tajlandzka"	"Golfo da Tailândia"	"Сиамский залив"	"Thailandviken"	"Tayland Körfezi"	"vịnh Thái Lan"	"泰国湾"	"خلیج تایلند"	"מפרץ תאילנד"	"Сіамська затока"	"خلیج تھائی لینڈ"	"泰國灣"	6.15797068931106	99.1606970560703	13.568422756398	105.094753452578
"Laccadive Sea"	NA	"بحر لكديف"	"লক্ষদ্বীপ সাগর"	"Lakkadivensee"	"Laccadive Sea"	"mar de Laquedivas"	"mer des Laquedives"	"Θάλασσα Λακαντίβε"	"लक्षद्वीप सागर"	"Laccadive Sea"	"Laut Lakadewa"	"Mar delle Laccadive"	"ラッカディブ海"	"라카디브 해"	"Laccadive Sea"	"Morze Lakkadiwskie"	"Mar das Laquedivas"	"Лаккадивское море"	"Lackadivsjön"	"Laccadive Denizi"	"biển Laccadive"	"拉克代夫海"	"دریای لاکادیو"	"ים לקדיב"	"Лаккадівське море"	"بحیرہ لاکادیو"	"拉克代夫海"	-0.680474948737128	71.3757263528342	14.556372788954	80.2154451842497
"Bellingshausen Sea"	NA	"بحر بلنغهاوزن"	"বেলিংশাউসেন সী"	"Bellingshausen-See"	"Bellingshausen Sea"	"mar de Bellingshausen"	"mer de Bellingshausen"	"Θάλασσα Μπέλιγνκσχάουζεν"	"बेलिंग्सहाउज़ेन सागर"	"Bellingshausen-tenger"	"Laut Bellingshausen"	"Mare di Bellingshausen"	"ベリングスハウゼン海"	"벨링스하우젠해"	"Bellingshausenzee"	"Morze Bellingshausena"	"Mar de Bellingshausen"	"Море Беллинсгаузена"	"Bellingshausenhavet"	"Bellingshausen Denizi"	"Biển Bellingshausen"	"别林斯高晋海"	"دریای بلینگسهاوزن"	"ים בלינגסהאוזן"	"Море Беллінсгаузена"	"بحیرہ بلینگشهاوزن"	"別林斯高晉海"	-73.8567835427799	-95.6096882799953	-68.9408562152862	-69.6186132473393
"Amundsen Sea"	NA	"بحر أموندسن"	"আমুন্ডসেন সী"	"Amundsensee"	"Amundsen Sea"	"mar de Amundsen"	"mer d'Amundsen"	"Θάλασσα Άμουντσεν"	"आमुण्डसेन सागर"	"Amundsen-tenger"	"Laut Amundsen"	"Mare di Amundsen"	"アムンゼン海"	"아문센해"	"Amundsenzee"	"Morze Amundsena"	"Mar de Amundsen"	"Море Амундсена"	"Amundsenhavet"	"Amundsen Denizi"	"Biển Amundsen"	"阿蒙森海"	"دریای آموندسن"	"ים אמונדסן"	"Море Амундсена"	"بحیرہ اموندسن"	"阿蒙森海"	-75.4220626769007	-114.623721483196	-72.00945444121	-98.5576737129498
"Davis Strait"	NA	"مضيق دافيس"	"ডেভিস প্রণালী"	"Davisstraße"	"Davis Strait"	"Estrecho de Davis"	"détroit de Davis"	"Πορθμός του Ντέιβις"	"डेविस जलसन्धि"	"Davis-szoros"	"Selat Davis"	"Stretto di Davis"	"デービス海峡"	"데이비스 해협"	"Straat Davis"	"Cieśnina Davisa"	"Estreito de Davis"	"Пролив Дейвиса"	"Davis sund"	"Davis Boğazı"	"Eo biển Davis"	"戴维斯海峡"	"تنگه دیویس"	"מצר דייוויס"	"Дейвісова протока"	"آبنائے ڈیوس"	"戴維斯海峽"	60.1663019883552	-69.3429194810621	69.9706906195794	-44.7424830795966
"Kara Sea"	NA	"بحر كارا"	"কারা সাগর"	"Karasee"	"Kara Sea"	"mar de Kara"	"mer de Kara"	"Θάλασσα του Κάρα"	"कारा सागर"	"Kara-tenger"	"Laut Kara"	"mare di Kara"	"カラ海"	"카라해"	"Karazee"	"Morze Karskie"	"Mar de Kara"	"Карское море"	"Karahavet"	"Kara Denizi"	"biển Kara"	"喀拉海"	"دریای کارا"	"ים קארה"	"Карське море"	"بحیرہ کارا"	"喀拉海"	68.3144092881925	55.2980513853219	81.2805687527626	102.315594923922
"Laptev Sea"	NA	"بحر لابتيف"	"লাপ্তেভ সাগর"	"Laptewsee"	"Laptev Sea"	"mar de Láptev"	"mer de Laptev"	"Θάλασσα Λάπτεφ"	"लापतेव सागर"	"Laptyev-tenger"	"Laut Laptev"	"Mare di Laptev"	"ラプテフ海"	"랍테프해"	"Laptevzee"	"Morze Łaptiewów"	"Mar de Laptev"	"Море Лаптевых"	"Laptevhavet"	"Laptev Denizi"	"biển Laptev"	"拉普捷夫海"	"دریای لاپتف"	"ים לאפטב"	"Море Лаптєвих"	"بحیرہ لیپٹف"	"拉普捷夫海"	70.742219753697	96.1867700541053	81.2673395860959	138.844476353104
"Drake Passage"	NA	"ممر دريك"	"ড্রেক জলপথ"	"Drakestraße"	"Drake Passage"	"Pasaje de Drake"	"passage de Drake"	"πορθμός του Ντέικ"	"ड्रेक जलमार्ग"	"Drake-átjáró"	"Selat Drake"	"Canale di Drake"	"ドレーク海峡"	"드레이크 해협"	"Straat Drake"	"Cieśnina Drake'a"	"Passagem de Drake"	"Пролив Дрейка"	"Drakes sund"	"Drake Boğazı"	"Eo biển Drake"	"德雷克海峡"	"گذرگاه دریک"	"מעבר דרייק"	"Протока Дрейка"	"گزرگاہ ڈریک"	"德雷克海峽"	-66.6974272601991	-68.0485798814475	-55.6971592762579	-59.6203088039398
"Great Australian Bight"	NA	"الخليج الأسترالي العظيم"	"গ্রেট অস্ট্রেলিয়ান বাইট"	"Große Australische Bucht"	"Great Australian Bight"	"Gran Bahía Australiana"	"Grande baie australienne"	"Μεγάλος Αυστραλιανός Κόλπος"	"ग्रेट ऑस्ट्रेलियन बाइट"	"Nagy-Ausztráliai-öböl"	"Great Australian Bight"	"Grande Baia Australiana"	"グレートオーストラリア湾"	"그레이트오스트레일리아만"	"Grote Australische Bocht"	"Wielka Zatoka Australijska"	"Grande Baía Australiana"	"Большой Австралийский залив"	"Stora Australbukten"	"Büyük Avustralya Körfezi"	"Vịnh Đại Úc"	"大澳洲湾"	"خلیج بزرگ استرالیا"	"המפרץ האוסטרלי הגדול"	"Велика Австралійська затока"	"عظیم آسٹریلوی خلیج"	"大澳洲灣"	-43.4170394834133	118.036030715	-31.4959583472979	146.226351353134
"Gulf of Aden"	NA	"خليج عدن"	"এডেন উপসাগর"	"Golf von Aden"	"Gulf of Aden"	"Golfo de Adén"	"golfe d'Aden"	"Κόλπος του Άντεν"	"अदन की खाड़ी"	"Ádeni-öböl"	"Teluk Aden"	"Golfo di Aden"	"アデン湾"	"아덴만"	"Golf van Aden"	"Zatoka Adeńska"	"Golfo de Áden"	"Аденский залив"	"Adenviken"	"Aden Körfezi"	"Vịnh Aden"	"亚丁湾"	"خلیج عدن"	"מפרץ עדן"	"Аденська затока"	"خلیج عدن"	"亚丁湾"	10.4304489201225	42.5218803240729	15.2093561873941	51.2673930194203
"Gulf of Oman"	NA	"خليج عمان"	"ওমান উপসাগর"	"Golf von Oman"	"Gulf of Oman"	"Golfo de Omán"	"Golfe d'Oman"	"Κόλπος του Ομάν"	"ओमान की खाड़ी"	"Ománi-öböl"	"Teluk Oman"	"Golfo di Oman"	"オマーン湾"	"오만만"	"Golf van Oman"	"Zatoka Omańska"	"Golfo de Omã"	"Оманский залив"	"Omanbukten"	"Umman Körfezi"	"Vịnh Oman"	"阿曼灣"	"دریای عمان"	"מפרץ עומאן"	"Оманська затока"	"خلیج عمان"	"阿曼灣"	22.4616008570195	56.2976286151436	26.2784738225296	61.4056889178984
